0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.9523809523809524,1.0,0.9523809523809523,1.0,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.9523809523809523,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,1.0,0.9523809523809524
1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,0.9047619047619049,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619048,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0.9047619047619048,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0
1.0,1.0,0.9047619047619048,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9047619047619049,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,1.0,0.9523809523809524,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0
1.0,0.9523809523809523,0.9523809523809523,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,0.9523809523809524,0.9523809523809524,0.9523809523809524,1.0,0.9523809523809524,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.9523809523809524,1.0,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0
1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.9047619047619048,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619048,0.9523809523809523,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9523809523809524,1.0,0.9047619047619048,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,0.9523809523809524,0.9523809523809523,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,0.9523809523809523,0.9523809523809523,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9047619047619048,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,0.9047619047619049,0.9523809523809524,0.9523809523809523,1.0
1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523
1.0,0.9523809523809524,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9523809523809523,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,0.9523809523809524,1.0,0.9523809523809523,1.0,1.0,0.9523809523809524,1.0,0.9523809523809523,1.0,1.0,0.9523809523809523,1.0,0.9523809523809524,1.0,1.0,1.0,0.9523809523809524
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809523,0.9523809523809524,1.0,1.0,0.9523809523809523,0.9523809523809523,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9047619047619048,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809523,1.0,1.0
0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9523809523809524,0.9523809523809523,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,1.0,0.9523809523809523,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,0.9523809523809524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
